created_at	source	entities	id	public_metrics	author_id	text
2022-02-03 23:39:22+00:00	Twitter Web App	{'annotations': [{'start': 63, 'end': 71, 'probability': 0.8657, 'type': 'Organization', 'normalized_text': 'Zerohedge'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'Aushiker', 'id': '15322814'}, {'start': 21, 'end': 29, 'username': 'TOTOUSA', 'id': '34321521'}]}	1489383040858333184	{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	896166389332848640	RT @Aushiker: Hello, @TOTOUSA your advertising is appearing on Zerohedge, a far-right libertarian financial blog known for spreading misinf…
2022-02-04 00:20:52+00:00	Twitter Web App	{'annotations': [{'start': 42, 'end': 48, 'probability': 0.6942, 'type': 'Person', 'normalized_text': 'Murdoch'}], 'hashtags': [{'start': 245, 'end': 252, 'tag': 'Auspol'}, {'start': 253, 'end': 273, 'tag': 'ThisisNotJournalism'}], 'urls': [{'start': 274, 'end': 297, 'url': 'https://t.co/qFR71dGpoN', 'expanded_url': 'https://twitter.com/slpng_giants_oz/status/1489393483895144451/photo/1', 'display_url': 'pic.twitter.com/qFR71dGpoN'}]}	1489393483895144451	{'retweet_count': 64, 'reply_count': 15, 'like_count': 152, 'quote_count': 3}	896166389332848640	"Its no coincidence that the front page of Murdoch's Australian features a pre-election ""people smugglers"" article.

When in doubt of a conservative election win bring out asylum seekers and publicly flagellate them with good old Aussie racism.

#Auspol #ThisisNotJournalism https://t.co/qFR71dGpoN"
2022-02-04 01:02:30+00:00	Twitter Web App	{'annotations': [{'start': 65, 'end': 73, 'probability': 0.9951, 'type': 'Place', 'normalized_text': 'Australia'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'libbi815', 'id': '1274151530405359616'}]}	1489403959332982785	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}	896166389332848640	"@libbi815 Read the excerpt its signalling 1000s waiting to enter Australia ""illegally"" dont fall for the propaganda"
2022-02-04 02:11:02+00:00	Twitter Web App	{'hashtags': [{'start': 279, 'end': 286, 'tag': 'Auspol'}]}	1489421207674175489	{'retweet_count': 41, 'reply_count': 7, 'like_count': 143, 'quote_count': 0}	896166389332848640	"What has become crystal clear in the wake of the pandemic is that commercially, Company executives &amp; CEOs, boards &amp; government overvalue their personal contribution &amp; over pay themselves  and ""disrespectfully"" undervalue, fail to appreciate &amp; under pay workers.

#Auspol"
2022-02-04 06:46:48+00:00	Twitter Web App	{'mentions': [{'start': 0, 'end': 13, 'username': 'DrDeeMichell', 'id': '986222269'}, {'start': 14, 'end': 30, 'username': 'MrPhillipJHall1', 'id': '1213394005787983872'}]}	1489490606905004032	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	896166389332848640	@DrDeeMichell @MrPhillipJHall1 Agreed but covid has brought it into stark focus
2022-02-04 23:22:08+00:00	Twitter Web App	{'mentions': [{'start': 3, 'end': 18, 'username': 'age_no_barrier', 'id': '1157088899115544576'}]}	1489741087774474241	{'retweet_count': 39, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	896166389332848640	RT @age_no_barrier: $270 million contract to private company hiring unqualified workers, 2 hr training provided so they can provide advice…
2022-02-04 23:55:08+00:00	Twitter Web App	{'annotations': [{'start': 79, 'end': 102, 'probability': 0.3388, 'type': 'Organization', 'normalized_text': 'Federal Election Murdoch'}], 'hashtags': [{'start': 176, 'end': 183, 'tag': 'Auspol'}, {'start': 184, 'end': 204, 'tag': 'ThisIsNotJournalism'}], 'urls': [{'start': 205, 'end': 228, 'url': 'https://t.co/4r4OCSnE9i', 'expanded_url': 'https://twitter.com/slpng_giants_oz/status/1489749394962657280/photo/1', 'display_url': 'pic.twitter.com/4r4OCSnE9i'}]}	1489749394962657280	{'retweet_count': 55, 'reply_count': 102, 'like_count': 315, 'quote_count': 16}	896166389332848640	"Delving into the deep issues facing Australians when they vote at the upcoming Federal Election Murdoch's Australian hones in on the big issues

Albo's voice isnt deep enough

#Auspol #ThisIsNotJournalism https://t.co/4r4OCSnE9i"
2022-02-05 00:44:16+00:00	Twitter Web App	{'mentions': [{'start': 0, 'end': 15, 'username': 'LizzieClarke00', 'id': '796291005938925568'}]}	1489761760093831168	{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}	896166389332848640	@LizzieClarke00 Good point, it was all about her voice, conservative misogyny had nothing to do with t
2022-02-05 02:42:40+00:00	Twitter Web App	{'mentions': [{'start': 0, 'end': 13, 'username': 'delmaclifton', 'id': '756257159021596672'}]}	1489791555762540544	{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}	896166389332848640	@delmaclifton They used to use this as an excuse as to why women couldnt anchor radio programs
2022-02-06 00:12:33+00:00	Twitter Web App	{'annotations': [{'start': 10, 'end': 18, 'probability': 0.9635, 'type': 'Place', 'normalized_text': 'Australia'}, {'start': 30, 'end': 43, 'probability': 0.9966, 'type': 'Person', 'normalized_text': 'Scott Morrison'}], 'hashtags': [{'start': 239, 'end': 246, 'tag': 'Auspol'}]}	1490116167272472581	{'retweet_count': 54, 'reply_count': 2, 'like_count': 225, 'quote_count': 5}	896166389332848640	"Meanwhile Australia waits for Scott Morrison to officially call the election &amp; until the writs are issued the country endures the endless conga line of sitting politicians traversing the nation electioneering 'at taxpayer's expense'.

#Auspol"
