created_at	entities	source	public_metrics	id	text	author_id
2022-01-25 19:39:57+00:00	{'mentions': [{'start': 3, 'end': 13, 'username': 'PACE_News', 'id': '432396256'}], 'hashtags': [{'start': 41, 'end': 47, 'tag': 'LGBTI'}]}	Twitter Web App	{'retweet_count': 392, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486061296063860736	"RT @PACE_News: Advances of the rights of #LGBTI people are under threat, says PACE - pointing to ""extensive and often virulent attacks"" on…"	754604381048344576
2022-01-25 20:54:14+00:00	{'mentions': [{'start': 3, 'end': 19, 'username': 'StopFundingHate', 'id': '754604381048344576'}], 'annotations': [{'start': 81, 'end': 82, 'probability': 0.8661, 'type': 'Place', 'normalized_text': 'UK'}, {'start': 121, 'end': 127, 'probability': 0.992, 'type': 'Place', 'normalized_text': 'Britain'}]}	Twitter Web App	{'retweet_count': 106, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486079989674131466	RT @StopFundingHate: It's time for an open &amp; honest debate about the role of the UK press in fuelling anti-trans hate in Britain: https://t…	754604381048344576
2022-01-25 23:34:00+00:00	{'mentions': [{'start': 26, 'end': 30, 'username': 'coe', 'id': '24150634'}], 'annotations': [{'start': 73, 'end': 79, 'probability': 0.9975, 'type': 'Place', 'normalized_text': 'Britain'}], 'urls': [{'start': 178, 'end': 201, 'url': 'https://t.co/x6sgDZJpP7', 'expanded_url': 'https://archive.is/mvlLa', 'display_url': 'archive.is/mvlLa'}]}	Twitter Web App	{'retweet_count': 9, 'reply_count': 1, 'like_count': 19, 'quote_count': 0}	1486120195366309890	"In the same week that the @COE called out rising anti-LGBTI hostility in Britain, the Mail has published an inflammatory article labelling trans women ""men identifying as women"" https://t.co/x6sgDZJpP7"	754604381048344576
2022-01-25 23:37:10+00:00	{'urls': [{'start': 151, 'end': 174, 'url': 'https://t.co/6YT4HEkyPz', 'expanded_url': 'https://www.dailymail.co.uk/news/article-10431337/Now-maternity-facing-ban-Britains-wokest-university-diversity-chiefs-ruling.html', 'display_url': 'dailymail.co.uk/news/article-1…'}]}	Twitter Web App	{'retweet_count': 18, 'reply_count': 3, 'like_count': 42, 'quote_count': 2}	1486120994561474561	"If you're concerned about this toxic Mail article, there's something you can do.

1. Go to the article &amp; take a screenshot showing the advertiser: https://t.co/6YT4HEkyPz

2. Tweet the screenshot to the brand, &amp; encourage them to drop the Mail Online from their online advertising"	754604381048344576
2022-01-25 23:39:15+00:00	{'mentions': [{'start': 86, 'end': 98, 'username': 'EC_magazine', 'id': '65065882'}], 'urls': [{'start': 100, 'end': 123, 'url': 'https://t.co/j68pZM7JKl', 'expanded_url': 'https://stopfundinghate.info/howtostophate-twitter-assets/', 'display_url': 'stopfundinghate.info/howtostophate-…'}, {'start': 124, 'end': 147, 'url': 'https://t.co/hrcA5sAZvS', 'expanded_url': 'https://twitter.com/StopFundingHate/status/1486121520669806593/photo/1', 'display_url': 'pic.twitter.com/hrcA5sAZvS'}]}	Twitter Web App	{'retweet_count': 9, 'reply_count': 2, 'like_count': 20, 'quote_count': 0}	1486121520669806593	You can find more tips on contacting brands in our excellent new guide co-produced by @EC_Magazine: https://t.co/j68pZM7JKl https://t.co/hrcA5sAZvS	754604381048344576
2022-01-26 06:50:19+00:00	{'mentions': [{'start': 3, 'end': 19, 'username': 'StopFundingHate', 'id': '754604381048344576'}, {'start': 47, 'end': 51, 'username': 'coe', 'id': '24150634'}], 'annotations': [{'start': 94, 'end': 100, 'probability': 0.9961, 'type': 'Place', 'normalized_text': 'Britain'}]}	Twitter for Android	{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486230001007706114	RT @StopFundingHate: In the same week that the @COE called out rising anti-LGBTI hostility in Britain, the Mail has published an inflammato…	754604381048344576
2022-01-26 08:20:58+00:00	{'annotations': [{'start': 11, 'end': 16, 'probability': 0.7787, 'type': 'Place', 'normalized_text': 'Europe'}, {'start': 68, 'end': 69, 'probability': 0.9882, 'type': 'Place', 'normalized_text': 'UK'}, {'start': 72, 'end': 78, 'probability': 0.9767, 'type': 'Place', 'normalized_text': 'Hungary'}, {'start': 84, 'end': 89, 'probability': 0.9842, 'type': 'Place', 'normalized_text': 'Poland'}], 'urls': [{'start': 92, 'end': 115, 'url': 'https://t.co/J46TZrIGx1', 'expanded_url': 'https://inews.co.uk/news/world/council-of-europe-condemns-virulent-attacks-on-lgbt-rights-uk-1423399', 'display_url': 'inews.co.uk/news/world/cou…'}]}	Twitter for Android	{'retweet_count': 36, 'reply_count': 1, 'like_count': 53, 'quote_count': 4}	1486252814460465153	"Council of Europe condemns ‘virulent attacks on LGBT rights’ in the UK, Hungary and Poland'
https://t.co/J46TZrIGx1"	754604381048344576
2022-01-26 08:35:18+00:00	{'mentions': [{'start': 3, 'end': 19, 'username': 'StopFundingHate', 'id': '754604381048344576'}]}	Twitter Web App	{'retweet_count': 18, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486256421880614915	"RT @StopFundingHate: If you're concerned about this toxic Mail article, there's something you can do.

1. Go to the article &amp; take a screen…"	754604381048344576
2022-01-26 09:23:43+00:00	{'mentions': [{'start': 3, 'end': 17, 'username': 'JolyonMaugham', 'id': '406842374'}]}	Twitter for Android	{'retweet_count': 539, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486268606262431745	RT @JolyonMaugham: Widespread hate speech against trans people means we now rank - according to the world's leading international human rig…	754604381048344576
2022-01-26 09:23:53+00:00	{'mentions': [{'start': 3, 'end': 17, 'username': 'JolyonMaugham', 'id': '406842374'}]}	Twitter for Android	{'retweet_count': 57, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486268644707475460	RT @JolyonMaugham: This state of affairs has come about, in large part, because our media elites come from a narrow, unrepresentative, pool…	754604381048344576
2022-01-26 09:24:01+00:00	{'mentions': [{'start': 3, 'end': 17, 'username': 'JolyonMaugham', 'id': '406842374'}]}	Twitter for Android	{'retweet_count': 109, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486268680803696640	RT @JolyonMaugham: That the Mail, The Times and the Sunday Times should have a high tolerance, if not enthusiasm, for hate-speech against a…	754604381048344576
2022-01-26 10:13:56+00:00	{'mentions': [{'start': 3, 'end': 12, 'username': 'TalkTalk', 'id': '258719649'}], 'urls': [{'start': 200, 'end': 223, 'url': 'https://t.co/6YT4HEkyPz', 'expanded_url': 'https://www.dailymail.co.uk/news/article-10431337/Now-maternity-facing-ban-Britains-wokest-university-diversity-chiefs-ruling.html', 'display_url': 'dailymail.co.uk/news/article-1…'}, {'start': 224, 'end': 247, 'url': 'https://t.co/zC77LOACcu', 'expanded_url': 'https://twitter.com/StopFundingHate/status/1486281242341482507/photo/1', 'display_url': 'pic.twitter.com/zC77LOACcu'}]}	Twitter Web App	{'retweet_count': 8, 'reply_count': 0, 'like_count': 32, 'quote_count': 2}	1486281242341482507	"Hi @TalkTalk - did you know that your advertising was appearing on this Mail on Sunday article labelling trans women as ""men identifying as women"" - surely this isn't a message you'd want to endorse? https://t.co/6YT4HEkyPz https://t.co/zC77LOACcu"	754604381048344576
2022-01-26 10:19:41+00:00	{'mentions': [{'start': 3, 'end': 19, 'username': 'StopFundingHate', 'id': '754604381048344576'}], 'annotations': [{'start': 29, 'end': 42, 'probability': 0.9098, 'type': 'Place', 'normalized_text': 'United Kingdom'}]}	Twitter Web App	{'retweet_count': 11, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486282689414115330	"RT @StopFundingHate: ""In the United Kingdom... trans rights organisations have faced vitriolic media campaigns, in which trans women especi…"	754604381048344576
2022-01-26 12:25:30+00:00	{'mentions': [{'start': 3, 'end': 15, 'username': 'stonewalluk', 'id': '19651284'}], 'annotations': [{'start': 60, 'end': 65, 'probability': 0.8117, 'type': 'Place', 'normalized_text': 'Europe'}, {'start': 76, 'end': 77, 'probability': 0.9445, 'type': 'Place', 'normalized_text': 'UK'}]}	Twitter for Android	{'retweet_count': 588, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486314353217486850	RT @stonewalluk: Yesterday's resolution from the Council of Europe sees the UK condemned as a country of concern. It notes that anti-trans…	754604381048344576
2022-01-26 13:35:58+00:00	{'urls': [{'start': 198, 'end': 221, 'url': 'https://t.co/EvuQyCAGF1', 'expanded_url': 'https://www.dazeddigital.com/life-culture/article/55308/1/the-uk-trans-condemned-prejudice-lgbt-rights-lgbtqi', 'display_url': 'dazeddigital.com/life-culture/a…'}]}	Twitter Web App	{'retweet_count': 10, 'reply_count': 0, 'like_count': 19, 'quote_count': 0}	1486332086399254536	"""Backed by a complicit media... anti-trans propaganda has been gaining baseless and concerning credibility, at the expense of both trans people’s civil liberties, and women’s and children’s rights"" https://t.co/EvuQyCAGF1"	754604381048344576
2022-01-26 15:30:50+00:00	{'mentions': [{'start': 3, 'end': 16, 'username': 'CheckMyAdsHQ', 'id': '1451713500439588864'}], 'annotations': [{'start': 29, 'end': 40, 'probability': 0.9861, 'type': 'Person', 'normalized_text': 'Charlie Kirk'}, {'start': 118, 'end': 124, 'probability': 0.8645, 'type': 'Person', 'normalized_text': 'Charlie'}]}	Twitter for Android	{'retweet_count': 80, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486360990824423426	"RT @CheckMyAdsHQ: CONFIRMED: Charlie Kirk's website, CharlieKirk(.)com has been entirely demonetized. No more ads for Charlie. 🐾

But this…"	754604381048344576
2022-01-26 16:39:56+00:00	"{'mentions': [{'start': 3, 'end': 19, 'username': 'StopFundingHate', 'id': '754604381048344576'}], 'annotations': [{'start': 32, 'end': 37, 'probability': 0.8701, 'type': 'Place', 'normalized_text': 'Europe'}, {'start': 89, 'end': 90, 'probability': 0.9876, 'type': 'Place', 'normalized_text': 'UK'}, {'start': 93, 'end': 99, 'probability': 0.9765, 'type': 'Place', 'normalized_text': 'Hungary'}, {'start': 105, 'end': 110, 'probability': 0.9836, 'type': 'Place', 'normalized_text': 'Poland'}], 'urls': [{'start': 113, 'end': 136, 'url': 'https://t.co/J46TZrIGx1', 'expanded_url': 'https://inews.co.uk/news/world/council-of-europe-condemns-virulent-attacks-on-lgbt-rights-uk-1423399', 'display_url': 'inews.co.uk/news/world/cou…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1500544599940636678/68QjBSl_?format=jpg&name=orig', 'width': 2500, 'height': 1656}, {'url': 'https://pbs.twimg.com/news_img/1500544599940636678/68QjBSl_?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': ""Council of Europe condemns 'virulent attacks on LGBT rights' in the UK, Hungary and Poland"", 'description': 'An attempt by Labour MPs to amend the motion to gut mention of the United Kingdom was defeated', 'unwound_url': 'https://inews.co.uk/news/world/council-of-europe-condemns-virulent-attacks-on-lgbt-rights-uk-1423399'}]}"	Twitter Web App	{'retweet_count': 36, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486378380996096003	"RT @StopFundingHate: Council of Europe condemns ‘virulent attacks on LGBT rights’ in the UK, Hungary and Poland'
https://t.co/J46TZrIGx1"	754604381048344576
2022-01-26 16:54:04+00:00	{'mentions': [{'start': 3, 'end': 16, 'username': 'JohnHopkins_', 'id': '37755581'}, {'start': 18, 'end': 28, 'username': 'jahanlon2', 'id': '822965844'}, {'start': 29, 'end': 45, 'username': 'StopFundingHate', 'id': '754604381048344576'}, {'start': 46, 'end': 61, 'username': 'PerrigoCompany', 'id': '1430592241'}, {'start': 62, 'end': 78, 'username': 'Leathersofacouk', 'id': '2911078090'}, {'start': 79, 'end': 86, 'username': 'lebara', 'id': '22923890'}, {'start': 87, 'end': 93, 'username': 'SkyUK', 'id': '20139563'}, {'start': 94, 'end': 108, 'username': 'MoneySupermkt', 'id': '15232850'}, {'start': 109, 'end': 119, 'username': 'home_hoot', 'id': '1449267971508027396'}, {'start': 120, 'end': 136, 'username': 'GinTing_RumTing', 'id': '936598886109667328'}]}	Twitter Web App	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486381937669382149	RT @JohnHopkins_: @jahanlon2 @StopFundingHate @PerrigoCompany @Leathersofacouk @lebara @SkyUK @MoneySupermkt @home_hoot @GinTing_RumTing @G…	754604381048344576
2022-01-26 17:15:13+00:00	{'mentions': [{'start': 3, 'end': 17, 'username': 'JolyonMaugham', 'id': '406842374'}, {'start': 107, 'end': 121, 'username': 'jamie_wareham', 'id': '210149710'}]}	Twitter Web App	{'retweet_count': 24, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486387259477798912	RT @JolyonMaugham: We certainly need more media that listens to and platforms trans voices. Pleased to see @jamie_wareham launch @WeAreQuee…	754604381048344576
2022-01-26 21:32:14+00:00	{'mentions': [{'start': 3, 'end': 11, 'username': 'jo_liss', 'id': '223422672'}, {'start': 17, 'end': 27, 'username': 'Deliveroo', 'id': '884794020'}, {'start': 33, 'end': 42, 'username': 'SquareUK', 'id': '745312522073313280'}]}	Twitter for Android	{'retweet_count': 12, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486451942469644288	"RT @jo_liss: Hey @Deliveroo, hey @SquareUK, did you know your ads are showing next to this article labelling trans women as ""men identifyin…"	754604381048344576
2022-01-26 21:32:22+00:00	{'mentions': [{'start': 3, 'end': 11, 'username': 'jo_liss', 'id': '223422672'}, {'start': 17, 'end': 28, 'username': 'Specsavers', 'id': '151871119'}]}	Twitter for Android	{'retweet_count': 13, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486451974878937094	RT @jo_liss: Hey @Specsavers, I'm very disappointed to see your ad showing on the Daily Mail next to an article that labels trans women as…	754604381048344576
2022-01-26 21:35:47+00:00	{'mentions': [{'start': 3, 'end': 15, 'username': 'AfMediation', 'id': '1147540815117504515'}, {'start': 17, 'end': 25, 'username': 'jo_liss', 'id': '223422672'}, {'start': 26, 'end': 42, 'username': 'StopFundingHate', 'id': '754604381048344576'}, {'start': 43, 'end': 54, 'username': 'Specsavers', 'id': '151871119'}, {'start': 59, 'end': 70, 'username': 'Specsavers', 'id': '151871119'}]}	Twitter for Android	{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486452833717207041	RT @AfMediation: @jo_liss @StopFundingHate @Specsavers Yes @Specsavers, another customer here who will no longer be a customer should this…	754604381048344576
2022-01-26 21:42:07+00:00	{'mentions': [{'start': 3, 'end': 11, 'username': 'jo_liss', 'id': '223422672'}, {'start': 17, 'end': 31, 'username': 'AutoTrader_UK', 'id': '18685113'}]}	Twitter for Android	{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486454429155008518	"RT @jo_liss: Hey @AutoTrader_UK, did you know your ad was placed next to an article labelling trans women ""men identifying as women""?
https…"	754604381048344576
2022-01-26 21:42:25+00:00	{'mentions': [{'start': 3, 'end': 11, 'username': 'jo_liss', 'id': '223422672'}, {'start': 17, 'end': 27, 'username': 'AmazonAds', 'id': '1297994176315842560'}, {'start': 34, 'end': 43, 'username': 'AmazonUK', 'id': '209004862'}]}	Twitter for Android	{'retweet_count': 12, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486454506292486151	"RT @jo_liss: Hey @AmazonAds &amp; @AmazonUK, your ads are showing up next to this article labelling trans women as ""men identifying as women"".…"	754604381048344576
2022-01-26 21:52:12+00:00	{'mentions': [{'start': 3, 'end': 11, 'username': 'jo_liss', 'id': '223422672'}, {'start': 17, 'end': 25, 'username': 'eBay_UK', 'id': '33563975'}]}	Twitter for Android	{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486456965391867907	RT @jo_liss: Hey @eBay_UK, can you guys check with your marketing team about this? Your brand and your merchants' brands are showing up on…	754604381048344576
2022-01-26 21:56:43+00:00	{'mentions': [{'start': 3, 'end': 11, 'username': 'jo_liss', 'id': '223422672'}, {'start': 17, 'end': 33, 'username': 'holland_barrett', 'id': '202572014'}]}	Twitter for Android	{'retweet_count': 11, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486458103109681152	RT @jo_liss: Hey @holland_barrett, happy customer here, but disappointed to see your ads showing up next to this hateful content labelling…	754604381048344576
2022-01-26 22:05:00+00:00	{'mentions': [{'start': 3, 'end': 11, 'username': 'jo_liss', 'id': '223422672'}, {'start': 17, 'end': 22, 'username': 'HPUK', 'id': '305504896'}]}	Twitter for Android	{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486460187284324357	"RT @jo_liss: Hey @HPUK, love your printers! But your ads are inadvertently funding this discriminatory rhetoric, labelling trans women as ""…"	754604381048344576
2022-01-26 22:05:10+00:00	{'mentions': [{'start': 3, 'end': 11, 'username': 'jo_liss', 'id': '223422672'}, {'start': 17, 'end': 24, 'username': 'DellUK', 'id': '22914540'}]}	Twitter for Android	{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486460228728197122	"RT @jo_liss: Hey @DellUK, can you get your marketing team on this? Your ad was placed next to hateful rhetoric labelling trans women as ""me…"	754604381048344576
2022-01-27 07:33:44+00:00	{'mentions': [{'start': 3, 'end': 15, 'username': 'moira_robin', 'id': '1239513689415352321'}], 'annotations': [{'start': 116, 'end': 117, 'probability': 0.9696, 'type': 'Place', 'normalized_text': 'UK'}]}	Twitter for Android	{'retweet_count': 61, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486603314087276545	RT @moira_robin: If anyone was in any doubt about the vileness that trans people have to deal with every day in the UK, just look at this t…	754604381048344576
2022-01-27 07:42:34+00:00	{'mentions': [{'start': 3, 'end': 15, 'username': 'astroehlein', 'id': '17672825'}], 'annotations': [{'start': 98, 'end': 106, 'probability': 0.2555, 'type': 'Place', 'normalized_text': 'Auschwitz'}], 'hashtags': [{'start': 26, 'end': 50, 'tag': 'HolocaustRemembranceDay'}]}	Twitter for Android	{'retweet_count': 528, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486605537567518721	"RT @astroehlein: Today is #HolocaustRemembranceDay - held on the anniversary of the liberation of Auschwitz-Birkenau. 

Take time to reflec…"	754604381048344576
2022-01-27 07:47:29+00:00	{'mentions': [{'start': 3, 'end': 19, 'username': 'antonioguterres', 'id': '811229675758505984'}], 'annotations': [{'start': 51, 'end': 59, 'probability': 0.2921, 'type': 'Other', 'normalized_text': 'Holocaust'}]}	Twitter for Android	{'retweet_count': 698, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486606774262185987	"RT @antonioguterres: We must never forget that the Holocaust could have been prevented.

Too few spoke out, too few listened – fewer still…"	754604381048344576
2022-01-27 07:50:59+00:00	{'urls': [{'start': 46, 'end': 69, 'url': 'https://t.co/yMoguCBzDJ', 'expanded_url': 'https://twitter.com/antonioguterres/status/1486526877288189956', 'display_url': 'twitter.com/antonioguterre…'}]}	Twitter for Android	{'retweet_count': 40, 'reply_count': 0, 'like_count': 77, 'quote_count': 1}	1486607657263841280	"""Silence in the face of hatred is complicity"" https://t.co/yMoguCBzDJ"	754604381048344576
2022-01-27 08:08:37+00:00	{'mentions': [{'start': 3, 'end': 10, 'username': 'HMD_UK', 'id': '51076040'}], 'hashtags': [{'start': 21, 'end': 42, 'tag': 'HolocaustMemorialDay'}]}	Twitter for Android	{'retweet_count': 5846, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486612093814067201	RT @HMD_UK: Today is #HolocaustMemorialDay - the international day to remember all those murdered during the Holocaust, under Nazi persecut…	754604381048344576
2022-01-27 11:09:19+00:00	{'mentions': [{'start': 3, 'end': 12, 'username': 'FullFact', 'id': '80862758'}], 'annotations': [{'start': 14, 'end': 20, 'probability': 0.8009, 'type': 'Organization', 'normalized_text': 'GB News'}, {'start': 23, 'end': 33, 'probability': 0.9781, 'type': 'Person', 'normalized_text': 'Dan Wootton'}]}	Twitter Web App	{'retweet_count': 284, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486657568202276868	"RT @FullFact: GB News' Dan Wootton falsely claimed that up to the end of Sep 2021, just 17,371 people died ‘of Covid’.

This is the number…"	754604381048344576
2022-01-27 11:14:49+00:00	{'mentions': [{'start': 40, 'end': 46, 'username': 'SkyUK', 'id': '20139563'}, {'start': 47, 'end': 61, 'username': 'MoneySupermkt', 'id': '15232850'}, {'start': 62, 'end': 70, 'username': 'TheAHDB', 'id': '890704052'}, {'start': 71, 'end': 87, 'username': 'GinTing_RumTing', 'id': '936598886109667328'}, {'start': 88, 'end': 98, 'username': 'home_hoot', 'id': '1449267971508027396'}, {'start': 99, 'end': 115, 'username': 'Leathersofacouk', 'id': '2911078090'}, {'start': 116, 'end': 132, 'username': 'lumbersjeweller', 'id': '104440274'}, {'start': 133, 'end': 147, 'username': 'BassettsGroup', 'id': '274978658'}, {'start': 148, 'end': 157, 'username': 'mrqbingo', 'id': '984005265606537217'}, {'start': 158, 'end': 173, 'username': 'NorfolkFeather', 'id': '1184101725189238784'}, {'start': 174, 'end': 185, 'username': 'opengoaaal', 'id': '2317430131'}, {'start': 186, 'end': 194, 'username': 'CoPembs', 'id': '1268845543343689728'}, {'start': 195, 'end': 210, 'username': 'PinkCarLeasing', 'id': '1900909411'}, {'start': 211, 'end': 226, 'username': 'Ragingbullbilt', 'id': '958749298916839424'}, {'start': 227, 'end': 239, 'username': 'RonSkinners', 'id': '973191761018400768'}, {'start': 240, 'end': 255, 'username': 'thegoldbullion', 'id': '57283076'}, {'start': 256, 'end': 263, 'username': 'V4B_BF', 'id': '4556814975'}, {'start': 274, 'end': 284, 'username': 'RoyalNavy', 'id': '343961846'}], 'annotations': [{'start': 12, 'end': 18, 'probability': 0.4077, 'type': 'Organization', 'normalized_text': 'GB News'}], 'urls': [{'start': 285, 'end': 308, 'url': 'https://t.co/AYlfpj2xy0', 'expanded_url': 'https://twitter.com/FullFact/status/1486399788954398727', 'display_url': 'twitter.com/FullFact/statu…'}]}	Twitter Web App	{'retweet_count': 17, 'reply_count': 1, 'like_count': 36, 'quote_count': 2}	1486658953241051145	This week's GB News advertisers include @SkyUK @MoneySupermkt @TheAHDB @GinTing_RumTing @Home_Hoot @Leathersofacouk @LumbersJeweller @BassettsGroup @MrQBingo @NorfolkFeather @OpenGoaaal @CoPembs @PinkCarLeasing @RagingBullBilt @RonSkinners @TheGoldBullion @V4B_BF &amp; the @RoyalNavy https://t.co/AYlfpj2xy0	754604381048344576
2022-01-27 11:19:03+00:00	{'annotations': [{'start': 15, 'end': 21, 'probability': 0.6721, 'type': 'Organization', 'normalized_text': 'GB News'}, {'start': 84, 'end': 92, 'probability': 0.6623, 'type': 'Product', 'normalized_text': 'Instagram'}, {'start': 95, 'end': 102, 'probability': 0.6076, 'type': 'Organization', 'normalized_text': 'Facebook'}, {'start': 105, 'end': 111, 'probability': 0.5016, 'type': 'Product', 'normalized_text': 'Twitter'}, {'start': 117, 'end': 123, 'probability': 0.5759, 'type': 'Organization', 'normalized_text': 'YouTube'}], 'urls': [{'start': 221, 'end': 244, 'url': 'https://t.co/69xvrKLTHR', 'expanded_url': 'https://fullfact.org/health/dan-wootton-covid-only-deaths/', 'display_url': 'fullfact.org/health/dan-woo…'}]}	Twitter Web App	{'retweet_count': 12, 'reply_count': 4, 'like_count': 40, 'quote_count': 3}	1486660016006381569	"""A clip [from] GB News, which has been viewed more than 450,000 times altogether on Instagram, Facebook, Twitter and YouTube, falsely claimed that 'just 17,371' people died of Covid-19... up to the end of September 2021"" https://t.co/69xvrKLTHR"	754604381048344576
2022-01-27 11:24:50+00:00	{'mentions': [{'start': 3, 'end': 11, 'username': 'SLevelt', 'id': '1197037934'}, {'start': 56, 'end': 65, 'username': 'waitrose', 'id': '46328741'}], 'urls': [{'start': 81, 'end': 104, 'url': 'https://t.co/LNrrlcej17', 'expanded_url': 'https://twitter.com/StopFundingHate/status/1486660016006381569', 'display_url': 'twitter.com/StopFundingHat…'}, {'start': 105, 'end': 128, 'url': 'https://t.co/dQoZm48HSC', 'expanded_url': 'https://twitter.com/SLevelt/status/1486661367176351750/photo/1', 'display_url': 'pic.twitter.com/dQoZm48HSC'}]}	Twitter Web App	{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486661474156257281	"RT @SLevelt: ""at last some good news"", according to the @waitrose display. 🤷🏻‍♂️
https://t.co/LNrrlcej17 https://t.co/dQoZm48HSC"	754604381048344576
2022-01-27 13:08:50+00:00	{'mentions': [{'start': 3, 'end': 15, 'username': 'BylineTimes', 'id': '1035418272764715008'}, {'start': 97, 'end': 107, 'username': 'sianushka', 'id': '18721353'}], 'annotations': [{'start': 19, 'end': 20, 'probability': 0.9559, 'type': 'Place', 'normalized_text': 'UK'}, {'start': 69, 'end': 74, 'probability': 0.9916, 'type': 'Place', 'normalized_text': 'Russia'}, {'start': 77, 'end': 83, 'probability': 0.9833, 'type': 'Place', 'normalized_text': 'Hungary'}, {'start': 89, 'end': 94, 'probability': 0.955, 'type': 'Place', 'normalized_text': 'Poland'}]}	Twitter Web App	{'retweet_count': 36, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486687643207442432	"RT @BylineTimes: 🔴UK's Record on LGBTIQ Rights Under Fire Alongside Russia, Hungary and Poland 

@sianushka on a shocking new report from t…"	754604381048344576
2022-01-27 13:40:20+00:00	{'mentions': [{'start': 3, 'end': 15, 'username': 'redfaction2', 'id': '401418720'}, {'start': 62, 'end': 68, 'username': 'SkyUK', 'id': '20139563'}, {'start': 69, 'end': 83, 'username': 'MoneySupermkt', 'id': '15232850'}, {'start': 85, 'end': 93, 'username': 'TheAHDB', 'id': '890704052'}], 'annotations': [{'start': 51, 'end': 59, 'probability': 0.5801, 'type': 'Organization', 'normalized_text': 'G.B. News'}]}	Twitter for Android	{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486695572866281486	"RT @redfaction2: Could you please not advertise on G.B. News 
@SkyUK @MoneySupermkt
 @TheAHDB @GinTing_RumTin @Home_Hoot @Leathersofacouk @…"	754604381048344576
2022-01-27 16:23:15+00:00	{'mentions': [{'start': 46, 'end': 60, 'username': 'appealshading', 'id': '254080588'}, {'start': 83, 'end': 92, 'username': 'DormeoUK', 'id': '127274867'}, {'start': 93, 'end': 104, 'username': 'JanePlanUK', 'id': '218675312'}, {'start': 105, 'end': 121, 'username': 'GoodAdviceIsKey', 'id': '115661155'}, {'start': 122, 'end': 133, 'username': 'JML_Direct', 'id': '82837591'}, {'start': 135, 'end': 147, 'username': 'SelectSpecs', 'id': '22042530'}, {'start': 158, 'end': 170, 'username': 'BritishArmy', 'id': '22046686'}], 'annotations': [{'start': 13, 'end': 19, 'probability': 0.5021, 'type': 'Organization', 'normalized_text': 'GB News'}], 'hashtags': [{'start': 61, 'end': 82, 'tag': 'CrocodileGarageDoors'}], 'urls': [{'start': 171, 'end': 194, 'url': 'https://t.co/ZG1128TDWJ', 'expanded_url': 'https://twitter.com/StopFundingHate/status/1486736569910194178/photo/1', 'display_url': 'pic.twitter.com/ZG1128TDWJ'}]}	Twitter Web App	{'retweet_count': 6, 'reply_count': 1, 'like_count': 15, 'quote_count': 3}	1486736569910194178	This month's GB News advertisers also include @AppealShading #CrocodileGarageDoors @DormeoUK @JanePlanUK @GoodAdviceisKey @JML_Direct  @SelectSpecs &amp; the @BritishArmy https://t.co/ZG1128TDWJ	754604381048344576
2022-01-27 16:32:11+00:00	{'mentions': [{'start': 3, 'end': 11, 'username': 'jo_liss', 'id': '223422672'}, {'start': 18, 'end': 26, 'username': 'BootsUK', 'id': '545087869'}]}	Twitter Web App	{'retweet_count': 14, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	1486738818266980360	RT @jo_liss: Dear @BootsUK, I've been a happy customer of yours, but I'm so very disappointed to see your continued support for the Daily M…	754604381048344576
