created_at	source	id	public_metrics	entities	author_id	text
2022-01-14 16:48:56+00:00	Twitter for iPhone	1482031994058035209	{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'annotations': [{'start': 56, 'end': 62, 'probability': 0.6105, 'type': 'Organization', 'normalized_text': 'YouTube'}, {'start': 75, 'end': 88, 'probability': 0.7214, 'type': 'Organization', 'normalized_text': 'Breitbart News'}], 'mentions': [{'start': 3, 'end': 17, 'username': 'Slarothestoic', 'id': '824297487737520128'}, {'start': 26, 'end': 37, 'username': 'solarwinds', 'id': '14466176'}]}	560817896	RT @Slarothestoic: Hello, @solarwinds Your ad is on the YouTube channel of Breitbart News, a site that consistently undermines public trust…
2022-01-14 23:44:00+00:00	Twitter Web App	1482136446295330819	{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	{'urls': [{'start': 276, 'end': 299, 'url': 'https://t.co/mTZBw4EY5k', 'expanded_url': 'https://twitter.com/Aushiker/status/1482136446295330819/photo/1', 'display_url': 'pic.twitter.com/mTZBw4EY5k'}], 'mentions': [{'start': 7, 'end': 12, 'username': 'ISC2', 'id': '25165951'}, {'start': 231, 'end': 247, 'username': 'slpng_giants_oz', 'id': '896166389332848640'}, {'start': 248, 'end': 264, 'username': 'StopFundingHate', 'id': '754604381048344576'}, {'start': 265, 'end': 275, 'username': 'SFMisinfo', 'id': '1094902255898251265'}]}	15322814	Hello, @ISC2 your advertising is appearing on Spiked, a known anti-vax/climate science denial/misogynist website and source of misinformation. Is this okay with you? If not please talk to your media buyer about correcting this. Cc @Slpng_giants_oz @stopfundinghate @SFMisinfo https://t.co/mTZBw4EY5k
2022-01-15 00:22:42+00:00	Twitter for iPhone	1482146185205121024	{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'mentions': [{'start': 3, 'end': 12, 'username': 'Aushiker', 'id': '15322814'}, {'start': 21, 'end': 26, 'username': 'ISC2', 'id': '25165951'}]}	1204907629580972033	RT @Aushiker: Hello, @ISC2 your advertising is appearing on Spiked, a known anti-vax/climate science denial/misogynist website and source o…
2022-01-15 01:50:00+00:00	Twitter Web App	1482168155229212674	{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}	{'annotations': [{'start': 49, 'end': 57, 'probability': 0.8579, 'type': 'Organization', 'normalized_text': 'Zerohedge'}], 'urls': [{'start': 268, 'end': 291, 'url': 'https://t.co/Sw8SFCxAKA', 'expanded_url': 'https://twitter.com/Aushiker/status/1482168155229212674/photo/1', 'display_url': 'pic.twitter.com/Sw8SFCxAKA'}], 'mentions': [{'start': 7, 'end': 15, 'username': 'Appcues', 'id': '1477988618'}, {'start': 223, 'end': 239, 'username': 'slpng_giants_oz', 'id': '896166389332848640'}, {'start': 240, 'end': 256, 'username': 'StopFundingHate', 'id': '754604381048344576'}, {'start': 257, 'end': 267, 'username': 'SFMisinfo', 'id': '1094902255898251265'}]}	15322814	Hello, @Appcues your advertising is appearing on Zerohedge, a far-right libertarian financial blog known for spreading misinformation. Is this okay with you? If not please talk to your media buyer about correcting this. Cc @Slpng_giants_oz @stopfundinghate @SFMisinfo https://t.co/Sw8SFCxAKA
2022-01-15 01:52:38+00:00	Twitter for Android	1482168818659397633	{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'annotations': [{'start': 63, 'end': 71, 'probability': 0.8657, 'type': 'Organization', 'normalized_text': 'Zerohedge'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'Aushiker', 'id': '15322814'}, {'start': 21, 'end': 29, 'username': 'Appcues', 'id': '1477988618'}]}	342749902	RT @Aushiker: Hello, @Appcues your advertising is appearing on Zerohedge, a far-right libertarian financial blog known for spreading misinf…
2022-01-15 02:52:00+00:00	Twitter Web App	1482183757968953347	{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}	{'urls': [{'start': 237, 'end': 260, 'url': 'https://t.co/BbXjuUfJul', 'expanded_url': 'https://twitter.com/Aushiker/status/1482183757968953347/photo/1', 'display_url': 'pic.twitter.com/BbXjuUfJul'}], 'mentions': [{'start': 1, 'end': 15, 'username': 'BerkeyFilters', 'id': '351200945'}, {'start': 175, 'end': 191, 'username': 'slpng_giants_oz', 'id': '896166389332848640'}, {'start': 192, 'end': 208, 'username': 'StopFundingHate', 'id': '754604381048344576'}, {'start': 209, 'end': 219, 'username': 'SFMisinfo', 'id': '1094902255898251265'}, {'start': 220, 'end': 236, 'username': 'BerkeyFiltersUK', 'id': '2432375702'}]}	15322814	.@BerkeyFilters you are advertising on Waking Times, a website that has a strong conspiracy and quackery level pseudoscience focus. Is this okay really what you are about? Cc @Slpng_giants_oz @stopfundinghate @SFMisinfo @BerkeyFiltersUK https://t.co/BbXjuUfJul
2022-01-15 03:54:00+00:00	Twitter Web App	1482199360947376128	{'retweet_count': 1, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}	{'annotations': [{'start': 61, 'end': 70, 'probability': 0.9947, 'type': 'Person', 'normalized_text': 'Alan Jones'}, {'start': 74, 'end': 80, 'probability': 0.4881, 'type': 'Product', 'normalized_text': 'YouTube'}], 'hashtags': [{'start': 200, 'end': 207, 'tag': 'Auspol'}], 'urls': [{'start': 257, 'end': 280, 'url': 'https://t.co/2fQuXqZyZO', 'expanded_url': 'https://twitter.com/Aushiker/status/1482199360947376128/photo/1', 'display_url': 'pic.twitter.com/2fQuXqZyZO'}], 'mentions': [{'start': 1, 'end': 12, 'username': 'onepeloton', 'id': '771833052'}, {'start': 211, 'end': 227, 'username': 'slpng_giants_oz', 'id': '896166389332848640'}, {'start': 228, 'end': 244, 'username': 'StopFundingHate', 'id': '754604381048344576'}, {'start': 245, 'end': 255, 'username': 'SFMisinfo', 'id': '1094902255898251265'}]}	15322814	.@onepeloton I suggest it is time to rethink your support of Alan Jones's YouTube channel. This is saying a lot about your views of women. Is misogyny really something you want to be associated with? #Auspol cc @slpng_giants_oz @Stopfundinghate @SFMisinfo. https://t.co/2fQuXqZyZO
2022-01-15 04:02:00+00:00	Twitter Web App	1482201374301605891	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	{'annotations': [{'start': 39, 'end': 53, 'probability': 0.6681, 'type': 'Organization', 'normalized_text': 'AmericanThinker'}], 'urls': [{'start': 277, 'end': 300, 'url': 'https://t.co/UJfaI0izAI', 'expanded_url': 'https://twitter.com/Aushiker/status/1482201374301605891/photo/1', 'display_url': 'pic.twitter.com/UJfaI0izAI'}], 'mentions': [{'start': 1, 'end': 15, 'username': 'VideoGamerCom', 'id': '20229325'}, {'start': 232, 'end': 248, 'username': 'slpng_giants_oz', 'id': '896166389332848640'}, {'start': 249, 'end': 265, 'username': 'StopFundingHate', 'id': '754604381048344576'}, {'start': 266, 'end': 276, 'username': 'SFMisinfo', 'id': '1094902255898251265'}]}	15322814	.@VideoGamercom you are advertising on AmericanThinker, an extreme right-wing bias website known for conspiracy theories/pseudoscience, use of poor sources, and several failed fact checks. Is this okay really what you are about? Cc @Slpng_giants_oz @stopfundinghate @SFMisinfo https://t.co/UJfaI0izAI
2022-01-15 04:20:16+00:00	Twitter Web App	1482205970566885383	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'annotations': [{'start': 53, 'end': 67, 'probability': 0.6119, 'type': 'Organization', 'normalized_text': 'AmericanThinker'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'Aushiker', 'id': '15322814'}, {'start': 15, 'end': 29, 'username': 'VideoGamerCom', 'id': '20229325'}]}	1109290311484760064	RT @Aushiker: .@VideoGamercom you are advertising on AmericanThinker, an extreme right-wing bias website known for conspiracy theories/pseu…
2022-01-15 04:30:54+00:00	Twitter for iPhone	1482208647308771334	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'mentions': [{'start': 3, 'end': 12, 'username': 'Aushiker', 'id': '15322814'}, {'start': 15, 'end': 29, 'username': 'BerkeyFilters', 'id': '351200945'}]}	3243597619	RT @Aushiker: .@BerkeyFilters you are advertising on Waking Times, a website that has a strong conspiracy and quackery level pseudoscience…
2022-01-15 04:33:32+00:00	Twitter for iPhone	1482209310730235905	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'annotations': [{'start': 75, 'end': 84, 'probability': 0.9941, 'type': 'Person', 'normalized_text': 'Alan Jones'}, {'start': 88, 'end': 94, 'probability': 0.515, 'type': 'Product', 'normalized_text': 'YouTube'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'Aushiker', 'id': '15322814'}, {'start': 15, 'end': 26, 'username': 'onepeloton', 'id': '771833052'}]}	125239478	RT @Aushiker: .@onepeloton I suggest it is time to rethink your support of Alan Jones's YouTube channel. This is saying a lot about your vi…
2022-01-15 09:41:39+00:00	Twitter Web App	1482286850756988933	{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'annotations': [{'start': 63, 'end': 71, 'probability': 0.8657, 'type': 'Organization', 'normalized_text': 'Zerohedge'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'Aushiker', 'id': '15322814'}, {'start': 21, 'end': 29, 'username': 'Appcues', 'id': '1477988618'}]}	389918989	RT @Aushiker: Hello, @Appcues your advertising is appearing on Zerohedge, a far-right libertarian financial blog known for spreading misinf…
2022-01-16 05:25:27+00:00	Twitter for iPhone	1482584764670521346	{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'mentions': [{'start': 3, 'end': 12, 'username': 'Aushiker', 'id': '15322814'}, {'start': 21, 'end': 26, 'username': 'ISC2', 'id': '25165951'}]}	2591812278	RT @Aushiker: Hello, @ISC2 your advertising is appearing on Spiked, a known anti-vax/climate science denial/misogynist website and source o…
2022-01-16 21:34:00+00:00	Twitter Web App	1482828506669015040	{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}	{'annotations': [{'start': 42, 'end': 50, 'probability': 0.8674, 'type': 'Organization', 'normalized_text': 'Breitbart'}], 'urls': [{'start': 234, 'end': 257, 'url': 'https://t.co/b6LEZKLayv', 'expanded_url': 'https://twitter.com/Aushiker/status/1482828506669015040/photo/1', 'display_url': 'pic.twitter.com/b6LEZKLayv'}], 'mentions': [{'start': 189, 'end': 205, 'username': 'slpng_giants_oz', 'id': '896166389332848640'}, {'start': 206, 'end': 222, 'username': 'StopFundingHate', 'id': '754604381048344576'}, {'start': 223, 'end': 233, 'username': 'SFMisinfo', 'id': '1094902255898251265'}]}	15322814	.@HolmanIndustries you are advertising on Breitbart, an extreme right-wing biased website, home of conspiracy theories, propaganda &amp; false claims. Is this really what you are about? cc @Slpng_giants_oz @StopFundingHate @SFMisinfo https://t.co/b6LEZKLayv
2022-01-16 21:48:23+00:00	Twitter Web App	1482832127893057537	{'retweet_count': 2, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}	{'annotations': [{'start': 60, 'end': 66, 'probability': 0.5974, 'type': 'Product', 'normalized_text': 'twitter'}], 'urls': [{'start': 181, 'end': 204, 'url': 'https://t.co/o4aAk5FgHF', 'expanded_url': 'https://www.holmanindustries.com.au/', 'display_url': 'holmanindustries.com.au', 'images': [{'url': 'https://pbs.twimg.com/news_img/1482832139918147584/qwOGybJr?format=png&name=orig', 'width': 400, 'height': 109}, {'url': 'https://pbs.twimg.com/news_img/1482832139918147584/qwOGybJr?format=png&name=150x150', 'width': 109, 'height': 109}], 'status': 200, 'title': 'Holman Industries - Irrigation, Garden Lights, Plumbing', 'description': 'Welcome to Holman Industries. Find everything for your irrigation, sprinklers, weather stations, garden lights and plumbing projects.', 'unwound_url': 'https://www.holmanindustries.com.au/'}, {'start': 205, 'end': 228, 'url': 'https://t.co/YPDdiVXiCd', 'expanded_url': 'https://twitter.com/AreYouF96352424/status/1482832127893057537/photo/1', 'display_url': 'pic.twitter.com/YPDdiVXiCd'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'Aushiker', 'id': '15322814'}, {'start': 10, 'end': 26, 'username': 'slpng_giants_oz', 'id': '896166389332848640'}, {'start': 27, 'end': 43, 'username': 'StopFundingHate', 'id': '754604381048344576'}, {'start': 44, 'end': 54, 'username': 'SFMisinfo', 'id': '1094902255898251265'}]}	1315481863650074630	"@Aushiker @slpng_giants_oz @StopFundingHate @SFMisinfo That twitter handle doesn't work, so best to go to their website and leave a comment like this one:

Their website address is https://t.co/o4aAk5FgHF https://t.co/YPDdiVXiCd"
2022-01-16 22:37:00+00:00	Twitter Web App	1482844360928419843	{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	{'annotations': [{'start': 54, 'end': 62, 'probability': 0.8579, 'type': 'Organization', 'normalized_text': 'Zerohedge'}], 'urls': [{'start': 273, 'end': 296, 'url': 'https://t.co/Cp2w4D3d4x', 'expanded_url': 'https://twitter.com/Aushiker/status/1482844360928419843/photo/1', 'display_url': 'pic.twitter.com/Cp2w4D3d4x'}], 'mentions': [{'start': 7, 'end': 20, 'username': 'AlibabaGroup', 'id': '2694564780'}, {'start': 228, 'end': 244, 'username': 'slpng_giants_oz', 'id': '896166389332848640'}, {'start': 245, 'end': 261, 'username': 'StopFundingHate', 'id': '754604381048344576'}, {'start': 262, 'end': 272, 'username': 'SFMisinfo', 'id': '1094902255898251265'}]}	15322814	Hello, @AlibabaGroup your advertising is appearing on Zerohedge, a far-right libertarian financial blog known for spreading misinformation. Is this okay with you? If not please talk to your media buyer about correcting this. Cc @Slpng_giants_oz @stopfundinghate @SFMisinfo https://t.co/Cp2w4D3d4x
2022-01-16 23:40:00+00:00	Twitter Web App	1482860215502446595	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	{'urls': [{'start': 238, 'end': 261, 'url': 'https://t.co/G4iONvVxYq', 'expanded_url': 'https://twitter.com/Aushiker/status/1482860215502446595/photo/1', 'display_url': 'pic.twitter.com/G4iONvVxYq'}], 'mentions': [{'start': 1, 'end': 15, 'username': 'BerkeyFilters', 'id': '351200945'}, {'start': 176, 'end': 192, 'username': 'slpng_giants_oz', 'id': '896166389332848640'}, {'start': 193, 'end': 209, 'username': 'StopFundingHate', 'id': '754604381048344576'}, {'start': 210, 'end': 220, 'username': 'SFMisinfo', 'id': '1094902255898251265'}, {'start': 221, 'end': 237, 'username': 'BerkeyFiltersUK', 'id': '2432375702'}]}	15322814	.@BerkeyFilters  You are advertising on Waking Times, a website that has a strong conspiracy and quackery level pseudoscience focus. Is this okay really what you are about? Cc @Slpng_giants_oz @stopfundinghate @SFMisinfo @BerkeyFiltersUK https://t.co/G4iONvVxYq
2022-01-17 00:21:18+00:00	Twitter Web App	1482870608459616256	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'mentions': [{'start': 0, 'end': 16, 'username': 'AreYouF96352424', 'id': '1315481863650074630'}, {'start': 17, 'end': 33, 'username': 'slpng_giants_oz', 'id': '896166389332848640'}, {'start': 34, 'end': 50, 'username': 'StopFundingHate', 'id': '754604381048344576'}, {'start': 51, 'end': 61, 'username': 'SFMisinfo', 'id': '1094902255898251265'}, {'start': 107, 'end': 120, 'username': 'HolmanGarden', 'id': '2748027368'}]}	15322814	"@AreYouF96352424 @slpng_giants_oz @StopFundingHate @SFMisinfo Thanks for the heads-up. It should have been @HolmanGarden 

My apologies."
2022-01-17 00:43:01+00:00	Buffer	1482876074350592016	{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'annotations': [{'start': 81, 'end': 87, 'probability': 0.5924, 'type': 'Product', 'normalized_text': 'twitter'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'AreYouF96352424', 'id': '1315481863650074630'}, {'start': 21, 'end': 30, 'username': 'Aushiker', 'id': '15322814'}, {'start': 31, 'end': 47, 'username': 'slpng_giants_oz', 'id': '896166389332848640'}, {'start': 48, 'end': 64, 'username': 'StopFundingHate', 'id': '754604381048344576'}, {'start': 65, 'end': 75, 'username': 'SFMisinfo', 'id': '1094902255898251265'}]}	15322814	RT @AreYouF96352424: @Aushiker @slpng_giants_oz @StopFundingHate @SFMisinfo That twitter handle doesn't work, so best to go to their websit…
2022-01-17 00:44:09+00:00	Twitter for iPhone	1482876361270251526	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'mentions': [{'start': 3, 'end': 12, 'username': 'Aushiker', 'id': '15322814'}, {'start': 15, 'end': 29, 'username': 'BerkeyFilters', 'id': '351200945'}]}	2591812278	RT @Aushiker: .@BerkeyFilters  You are advertising on Waking Times, a website that has a strong conspiracy and quackery level pseudoscience…
2022-01-17 00:46:48+00:00	Twitter Web App	1482877025400795138	{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'annotations': [{'start': 81, 'end': 87, 'probability': 0.5924, 'type': 'Product', 'normalized_text': 'twitter'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'AreYouF96352424', 'id': '1315481863650074630'}, {'start': 21, 'end': 30, 'username': 'Aushiker', 'id': '15322814'}, {'start': 31, 'end': 47, 'username': 'slpng_giants_oz', 'id': '896166389332848640'}, {'start': 48, 'end': 64, 'username': 'StopFundingHate', 'id': '754604381048344576'}, {'start': 65, 'end': 75, 'username': 'SFMisinfo', 'id': '1094902255898251265'}]}	1109290311484760064	RT @AreYouF96352424: @Aushiker @slpng_giants_oz @StopFundingHate @SFMisinfo That twitter handle doesn't work, so best to go to their websit…
2022-01-17 00:47:00+00:00	Twitter for iPhone	1482877078433411074	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'annotations': [{'start': 68, 'end': 76, 'probability': 0.863, 'type': 'Organization', 'normalized_text': 'Zerohedge'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'Aushiker', 'id': '15322814'}, {'start': 21, 'end': 34, 'username': 'AlibabaGroup', 'id': '2694564780'}]}	2591812278	RT @Aushiker: Hello, @AlibabaGroup your advertising is appearing on Zerohedge, a far-right libertarian financial blog known for spreading m…
2022-01-17 01:08:10+00:00	Twitter for Android	1482882405455515651	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'annotations': [{'start': 56, 'end': 64, 'probability': 0.8508, 'type': 'Organization', 'normalized_text': 'Breitbart'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'Aushiker', 'id': '15322814'}]}	1248772656435871744	RT @Aushiker: .@HolmanIndustries you are advertising on Breitbart, an extreme right-wing biased website, home of conspiracy theories, propa…
2022-01-17 10:56:45+00:00	Twitter for Android	1483030528089636865	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'urls': [{'start': 11, 'end': 34, 'url': 'https://t.co/svtUIjrHQ0', 'expanded_url': 'https://twitter.com/BrixMpofu/status/1483030528089636865/photo/1', 'display_url': 'pic.twitter.com/svtUIjrHQ0'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'SFMisinfo', 'id': '1094902255898251265'}]}	1451220032353181703	@SFMisinfo https://t.co/svtUIjrHQ0
2022-01-17 11:37:11+00:00	Twitter Web App	1483040702502219778	{'retweet_count': 4, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}	{'annotations': [{'start': 35, 'end': 41, 'probability': 0.6098, 'type': 'Organization', 'normalized_text': 'YouTube'}, {'start': 54, 'end': 67, 'probability': 0.6907, 'type': 'Organization', 'normalized_text': 'Breitbart News'}], 'urls': [{'start': 200, 'end': 223, 'url': 'https://t.co/jtJwQw6HBw', 'expanded_url': 'https://twitter.com/Slarothestoic/status/1483040702502219778/photo/1', 'display_url': 'pic.twitter.com/jtJwQw6HBw'}, {'start': 200, 'end': 223, 'url': 'https://t.co/jtJwQw6HBw', 'expanded_url': 'https://twitter.com/Slarothestoic/status/1483040702502219778/photo/1', 'display_url': 'pic.twitter.com/jtJwQw6HBw'}, {'start': 200, 'end': 223, 'url': 'https://t.co/jtJwQw6HBw', 'expanded_url': 'https://twitter.com/Slarothestoic/status/1483040702502219778/photo/1', 'display_url': 'pic.twitter.com/jtJwQw6HBw'}, {'start': 200, 'end': 223, 'url': 'https://t.co/jtJwQw6HBw', 'expanded_url': 'https://twitter.com/Slarothestoic/status/1483040702502219778/photo/1', 'display_url': 'pic.twitter.com/jtJwQw6HBw'}], 'mentions': [{'start': 7, 'end': 16, 'username': 'getir_us', 'id': '1447992417072959491'}, {'start': 189, 'end': 199, 'username': 'SFMisinfo', 'id': '1094902255898251265'}]}	824297487737520128	Hello, @getir_us Your ad is on the YouTube channel of Breitbart News, a site that consistently undermines public trust in proven climate science. Can you please fix your ad buy? Thank you. @SFMisinfo https://t.co/jtJwQw6HBw
2022-01-17 14:37:21+00:00	Twitter for iPhone	1483086040692756482	{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'annotations': [{'start': 54, 'end': 60, 'probability': 0.6063, 'type': 'Organization', 'normalized_text': 'YouTube'}, {'start': 73, 'end': 86, 'probability': 0.7209, 'type': 'Organization', 'normalized_text': 'Breitbart News'}], 'mentions': [{'start': 3, 'end': 17, 'username': 'Slarothestoic', 'id': '824297487737520128'}, {'start': 26, 'end': 35, 'username': 'getir_us', 'id': '1447992417072959491'}]}	810689153260224513	RT @Slarothestoic: Hello, @getir_us Your ad is on the YouTube channel of Breitbart News, a site that consistently undermines public trust i…
2022-01-17 15:52:47+00:00	Twitter for Android	1483105023630344197	{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'annotations': [{'start': 54, 'end': 60, 'probability': 0.6063, 'type': 'Organization', 'normalized_text': 'YouTube'}, {'start': 73, 'end': 86, 'probability': 0.7209, 'type': 'Organization', 'normalized_text': 'Breitbart News'}], 'mentions': [{'start': 3, 'end': 17, 'username': 'Slarothestoic', 'id': '824297487737520128'}, {'start': 26, 'end': 35, 'username': 'getir_us', 'id': '1447992417072959491'}]}	477079100	RT @Slarothestoic: Hello, @getir_us Your ad is on the YouTube channel of Breitbart News, a site that consistently undermines public trust i…
2022-01-20 12:10:47+00:00	Twitter Web App	1484136320813486086	{'retweet_count': 3, 'reply_count': 0, 'like_count': 5, 'quote_count': 1}	{'urls': [{'start': 177, 'end': 200, 'url': 'https://t.co/IwCXfBFj0r', 'expanded_url': 'https://twitter.com/Slarothestoic/status/1484136320813486086/photo/1', 'display_url': 'pic.twitter.com/IwCXfBFj0r'}, {'start': 177, 'end': 200, 'url': 'https://t.co/IwCXfBFj0r', 'expanded_url': 'https://twitter.com/Slarothestoic/status/1484136320813486086/photo/1', 'display_url': 'pic.twitter.com/IwCXfBFj0r'}, {'start': 177, 'end': 200, 'url': 'https://t.co/IwCXfBFj0r', 'expanded_url': 'https://twitter.com/Slarothestoic/status/1484136320813486086/photo/1', 'display_url': 'pic.twitter.com/IwCXfBFj0r'}, {'start': 177, 'end': 200, 'url': 'https://t.co/IwCXfBFj0r', 'expanded_url': 'https://twitter.com/Slarothestoic/status/1484136320813486086/photo/1', 'display_url': 'pic.twitter.com/IwCXfBFj0r'}], 'mentions': [{'start': 7, 'end': 23, 'username': 'PersonalCapital', 'id': '148813813'}, {'start': 166, 'end': 176, 'username': 'SFMisinfo', 'id': '1094902255898251265'}]}	824297487737520128	Hello, @PersonalCapital Your ad is helping fund Zero Hedge, a site that publishes dangerous misinformation about COVID-19. Can you please fix your ad buy? Thank you. @SFMisinfo https://t.co/IwCXfBFj0r
2022-01-20 21:34:06+00:00	Twitter for iPhone	1484278085935579142	{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'mentions': [{'start': 3, 'end': 17, 'username': 'Slarothestoic', 'id': '824297487737520128'}, {'start': 26, 'end': 42, 'username': 'PersonalCapital', 'id': '148813813'}]}	560817896	RT @Slarothestoic: Hello, @PersonalCapital Your ad is helping fund Zero Hedge, a site that publishes dangerous misinformation about COVID-1…
2022-01-24 11:50:39+00:00	Twitter Web App	1485580807775440897	{'retweet_count': 22, 'reply_count': 1, 'like_count': 49, 'quote_count': 2}	{'urls': [{'start': 177, 'end': 200, 'url': 'https://t.co/ROK1GLvwO3', 'expanded_url': 'https://twitter.com/Slarothestoic/status/1485580807775440897/photo/1', 'display_url': 'pic.twitter.com/ROK1GLvwO3'}, {'start': 177, 'end': 200, 'url': 'https://t.co/ROK1GLvwO3', 'expanded_url': 'https://twitter.com/Slarothestoic/status/1485580807775440897/photo/1', 'display_url': 'pic.twitter.com/ROK1GLvwO3'}, {'start': 177, 'end': 200, 'url': 'https://t.co/ROK1GLvwO3', 'expanded_url': 'https://twitter.com/Slarothestoic/status/1485580807775440897/photo/1', 'display_url': 'pic.twitter.com/ROK1GLvwO3'}, {'start': 177, 'end': 200, 'url': 'https://t.co/ROK1GLvwO3', 'expanded_url': 'https://twitter.com/Slarothestoic/status/1485580807775440897/photo/1', 'display_url': 'pic.twitter.com/ROK1GLvwO3'}], 'mentions': [{'start': 7, 'end': 23, 'username': 'ConstantContact', 'id': '25960305'}, {'start': 166, 'end': 176, 'username': 'SFMisinfo', 'id': '1094902255898251265'}]}	824297487737520128	Hello, @ConstantContact Your ad is helping fund Zero Hedge, a site that publishes dangerous misinformation about COVID-19. Can you please fix your ad buy? Thank you. @SFMisinfo https://t.co/ROK1GLvwO3
2022-01-24 11:51:37+00:00	Twitter for iPhone	1485581051065950212	{'retweet_count': 22, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'mentions': [{'start': 3, 'end': 17, 'username': 'Slarothestoic', 'id': '824297487737520128'}, {'start': 26, 'end': 42, 'username': 'ConstantContact', 'id': '25960305'}]}	2784114382	RT @Slarothestoic: Hello, @ConstantContact Your ad is helping fund Zero Hedge, a site that publishes dangerous misinformation about COVID-1…
2022-01-24 14:29:00+00:00	Twitter for Android	1485620655638736896	{'retweet_count': 22, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'mentions': [{'start': 3, 'end': 17, 'username': 'Slarothestoic', 'id': '824297487737520128'}, {'start': 26, 'end': 42, 'username': 'ConstantContact', 'id': '25960305'}]}	477079100	RT @Slarothestoic: Hello, @ConstantContact Your ad is helping fund Zero Hedge, a site that publishes dangerous misinformation about COVID-1…
2022-01-24 14:39:09+00:00	Twitter for iPhone	1485623210100076550	{'retweet_count': 22, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'mentions': [{'start': 3, 'end': 17, 'username': 'Slarothestoic', 'id': '824297487737520128'}, {'start': 26, 'end': 42, 'username': 'ConstantContact', 'id': '25960305'}]}	2181091913	RT @Slarothestoic: Hello, @ConstantContact Your ad is helping fund Zero Hedge, a site that publishes dangerous misinformation about COVID-1…
2022-01-24 17:24:13+00:00	Twitter for iPhone	1485664751413833735	{'retweet_count': 22, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'mentions': [{'start': 3, 'end': 17, 'username': 'Slarothestoic', 'id': '824297487737520128'}, {'start': 26, 'end': 42, 'username': 'ConstantContact', 'id': '25960305'}]}	560817896	RT @Slarothestoic: Hello, @ConstantContact Your ad is helping fund Zero Hedge, a site that publishes dangerous misinformation about COVID-1…
2022-01-24 17:28:00+00:00	Twitter for iPhone	1485665702321266698	{'retweet_count': 22, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	{'mentions': [{'start': 3, 'end': 17, 'username': 'Slarothestoic', 'id': '824297487737520128'}, {'start': 26, 'end': 42, 'username': 'ConstantContact', 'id': '25960305'}]}	723885809166868481	RT @Slarothestoic: Hello, @ConstantContact Your ad is helping fund Zero Hedge, a site that publishes dangerous misinformation about COVID-1…
