Name	Party	Twitter	State	Position
Chase LaPorte	Republican	https://www.twitter.com/laporte_chase	Kansas	
David Toland	Democratic	https://www.twitter.com/LtGovToland	Kansas	Governor
Dennis Pyle		https://www.twitter.com/DennisPyle	Kansas	Governor
Derek Schmidt	Republican	https://www.twitter.com/DerekSchmidtKS	Kansas	Governor
Jeanna Repass	Democratic	https://www.twitter.com/JeannaRepass	Kansas	Secretary of State
Kellie Warren	Republican	https://www.twitter.com/KellieWarren4AG	Kansas	Secretary of State
Kiel Corkran	Democratic	https://www.twitter.com/Corkran4Com_KS	Kansas	Secretary of State
Kris Kobach	Republican	https://www.twitter.com/KrisKobach1787	Kansas	Secretary of State
Laura Kelly	Democratic	https://www.twitter.com/LauraKellyKS	Kansas	
Richard Karnowski	Democratic	https://www.twitter.com/Karnow4Governor	Kansas	Governor
Scott Schwab	Republican	https://www.twitter.com/KansasSOS	Kansas	Secretary of State
Seth Cordell		https://www.twitter.com/mysethcordell	Kansas	Governor
Steven C. Johnson	Republican	https://www.twitter.com/StevenJohnsonKS	Kansas	Secretary of State
Tony Mattivi	Republican	https://www.twitter.com/TonyMattivi	Kansas	Secretary of State
Vicki Schmidt	Republican	https://www.twitter.com/VickiSchmidtKS	Kansas	Secretary of State
George Washington	Republican	https://www.twitter.com/FokingGeorge	Kentucky	
Pamela R. Goodwine		https://www.twitter.com/JudgeGoodwine	Kentucky	Appeals
Stuart Ray	Republican	https://www.twitter.com/RayForCongress	Kentucky	U.S. House
Thomas Massie	Republican	https://www.twitter.com/MassieforKY	Kentucky	U.S. House
Benjamin Chipman	Democratic	https://www.twitter.com/BenChipman1	Maine	Secretary of State
Brian Langley	Republican	https://www.twitter.com/BrianDLangley	Maine	Secretary of State
Chloe Maxmin	Democratic	https://www.twitter.com/chloemaxmin	Maine	
Craig Hickman	Democratic	https://www.twitter.com/CraigHickman	Maine	Secretary of State
Eloise Vitelli	Democratic	https://www.twitter.com/evitelli	Maine	Secretary of State
Glenn Curry	Democratic	https://www.twitter.com/chipcurry207	Maine	Secretary of State
Harold Stewart	Republican	https://www.twitter.com/TreyStewartME	Maine	Secretary of State
Heather Sanborn	Democratic	https://www.twitter.com/risingtide_hbs	Maine	
Janet T. Mills	Democratic	https://www.twitter.com/GovJanetMills	Maine	Governor
Jared Golden	Democratic	https://www.twitter.com/golden4congress	Maine	U.S. House
Jo Jorgensen		https://www.twitter.com/Jorgensen4POTUS	Maine	
Joe Biden	Democratic	https://www.twitter.com/JoeBiden	Maine	Secretary of State
Mark Charles		https://www.twitter.com/wirelesshogan	Maine	
Matthea Daughtry	Democratic	https://www.twitter.com/MattieforMaine	Maine	Secretary of State
Mike Tipping	Democratic	https://www.twitter.com/miketipping	Maine	Secretary of State
Nathan Libby	Democratic	https://www.twitter.com/Nate_Libby	Maine	
Paul LePage	Republican	https://www.twitter.com/paullepage2022	Maine	Governor
Ricky LaChapelle	Republican	https://www.twitter.com/lachapelle_rick	Maine	Secretary of State
Roque De La Fuente		https://www.twitter.com/JoinRocky	Maine	
Teresa Pierce	Democratic	https://www.twitter.com/Tess2862	Maine	Secretary of State
Tom Hoefling		https://www.twitter.com/TomHoefling	Maine	
Aruna Miller	Democratic	https://www.twitter.com/arunamiller	Maryland	Governor
Ashwani Jain	Democratic	https://www.twitter.com/JainForGov	Maryland	Governor
Barry Glassman	Republican	https://www.twitter.com/harfordexec	Maryland	
Brooke Elizabeth Lierman	Democratic	https://www.twitter.com/BrookeELierman	Maryland	Secretary of State
Candace Hollingsworth	Democratic	https://www.twitter.com/mayorcbh	Maryland	Governor
Catherine C. O'Malley	Democratic	https://www.twitter.com/KatieforMD	Maryland	Secretary of State
Dan Cox	Republican	https://www.twitter.com/DanCoxEsq	Maryland	
Douglas F. Gansler	Democratic	https://www.twitter.com/DougGansler	Maryland	Governor
Gordana Schifanelli	Republican	https://www.twitter.com/gschifanelli	Maryland	Governor
Jeff Woolford	Republican	https://www.twitter.com/JeffWoolford	Maryland	Governor
Jim Shalleck	Republican	https://www.twitter.com/shalleckforag	Maryland	Secretary of State
John B. King Jr.	Democratic	https://www.twitter.com/JohnBKing	Maryland	
Jon Baron	Democratic	https://www.twitter.com/JonBaronforMD	Maryland	Governor
Kelly Schulz	Republican	https://www.twitter.com/kellymschulz	Maryland	Governor
Kyle Sefcik		https://www.twitter.com/kylesefcik	Maryland	Governor
LeRoy Yegge Jr.	Republican	https://www.twitter.com/yeggemeister	Maryland	Governor
Michael Anthony Peroutka	Republican	https://www.twitter.com/Patriots4Perou1	Maryland	Secretary of State
Michelle Siri	Democratic	https://www.twitter.com/MichelleSiri	Maryland	Governor
Monique Anderson-Walker	Democratic	https://www.twitter.com/D8Monique	Maryland	Governor
Nancy Navarro	Democratic	https://www.twitter.com/nancy_navarro	Maryland	Governor
Natalie Williams	Democratic	https://www.twitter.com/natalieformd	Maryland	Governor
Peter Franchot	Democratic	https://www.twitter.com/peterfranchot	Maryland	Governor
Robin Ficker	Republican	https://www.twitter.com/robin_ficker	Maryland	Governor
Rushern Baker III	Democratic	https://www.twitter.com/countyexecbaker	Maryland	Governor
Tim Adams	Democratic	https://www.twitter.com/vote_timadams	Maryland	Secretary of State
Tom Perez	Democratic	https://www.twitter.com/tomperez	Maryland	
Wes Moore	Democratic	https://www.twitter.com/iamwesmoore	Maryland	Governor
Adam Hinds	Democratic	https://www.twitter.com/adamghinds	Massachusetts	
Ayanna Pressley	Democratic	https://www.twitter.com/RepPressley	Massachusetts	U.S. House
Benjamin Downing	Democratic	https://www.twitter.com/BenDowningMA	Massachusetts	
Bret Bero	Democratic	https://www.twitter.com/berobret	Massachusetts	Secretary of State
Chris Dempsey	Democratic	https://www.twitter.com/cdempc	Massachusetts	Secretary of State
Chris Doughty	Republican	https://www.twitter.com/chrisforma	Massachusetts	Governor
Danielle Allen	Democratic	https://www.twitter.com/AllenforMA	Massachusetts	
Deb Goldberg	Democratic	https://www.twitter.com/DebGoldbergMA	Massachusetts	Secretary of State
Diana DiZoglio	Democratic	https://www.twitter.com/DianaDiZoglio	Massachusetts	Secretary of State
Dianna Ploss		https://www.twitter.com/Ploss4MAgov	Massachusetts	Governor
Eric Lesser	Democratic	https://www.twitter.com/EricLesser	Massachusetts	Governor
Geoff Diehl	Republican	https://www.twitter.com/repgeoffdiehl	Massachusetts	Governor
Josh Caldwell	Democratic	https://www.twitter.com/jc_gov2022	Massachusetts	
Maura Healey	Democratic	https://www.twitter.com/maura_healey	Massachusetts	Governor
Quentin Palfrey	Democratic	https://www.twitter.com/qpalfrey	Massachusetts	Secretary of State
Rayla Campbell	Republican	https://www.twitter.com/RaylaForMA	Massachusetts	Secretary of State
Ronald Beaty Jr.	Republican	https://www.twitter.com/ronbeatyjr	Massachusetts	
Sonia Chang-Diaz	Democratic	https://www.twitter.com/SoniaChangDiaz	Massachusetts	Governor
Tami Gouveia	Democratic	https://www.twitter.com/TamiGouveiaMA	Massachusetts	Governor
Articia Bomer	Republican	https://www.twitter.com/ArticiaBomer	Michigan	
Austin Chenge	Republican	https://www.twitter.com/AustinChenge	Michigan	Governor
Beau LaFave	Republican	https://www.twitter.com/BeauMattLaFave	Michigan	Secretary of State
Cindy Berry	Republican	https://www.twitter.com/CindyBerryMI	Michigan	Secretary of State
Dana Nessel	Democratic	https://www.twitter.com/dananessel	Michigan	Secretary of State
Donna Brandenburg	Republican	https://www.twitter.com/brandenburg4mi	Michigan	
Evan Space	Republican	https://www.twitter.com/governorspace	Michigan	Governor
Garrett Soldano	Republican	https://www.twitter.com/garrettsoldano	Michigan	Governor
Gretchen Whitmer	Democratic	https://www.twitter.com/GovWhitmer	Michigan	Governor
James Craig	Republican	https://www.twitter.com/chiefjecraigdpd	Michigan	
Jocelyn Benson	Democratic	https://www.twitter.com/JocelynBenson	Michigan	Secretary of State
Kevin Hogan	Green	https://www.twitter.com/KGravesGovernor	Michigan	Governor
Kevin Rinke	Republican	https://www.twitter.com/KevinRinke	Michigan	Governor
Kristina Karamo	Republican	https://www.twitter.com/KristinaKaramo	Michigan	Secretary of State
Lena Epstein	Republican	https://www.twitter.com/lenaepstein	Michigan	Secretary of State
Linda Lee Tarver	Republican	https://www.twitter.com/LindaLeeTarver	Michigan	Secretary of State
Marilyn Kelly	Democratic	https://www.twitter.com/marilynjkelly1	Michigan	Governor
Matthew DePerno	Republican	https://www.twitter.com/mdeperno	Michigan	Secretary of State
Michael Behm	Democratic	https://www.twitter.com/mikejbehm	Michigan	Secretary of State
Michael Brown	Republican	https://www.twitter.com/CaptMikeforMI	Michigan	
Mitchell Robinson	Democratic	https://www.twitter.com/mrobmused	Michigan	Secretary of State
Pamela Pugh	Democratic	https://www.twitter.com/pamlpugh	Michigan	Secretary of State
Perry Johnson	Republican	https://www.twitter.com/PJQualityGuru	Michigan	
Ralph Rebandt	Republican	https://www.twitter.com/ralphrebandt	Michigan	Governor
Renee Knake Jefferson	Democratic	https://www.twitter.com/reneeknake	Michigan	Secretary of State
Ryan Berman	Republican	https://www.twitter.com/ElectRyanBerman	Michigan	Secretary of State
Ryan Kelley	Republican	https://www.twitter.com/MICHnextgov	Michigan	Governor
Tami Carlone	Republican	https://www.twitter.com/T2CPA	Michigan	Secretary of State
Tom Leonard	Republican	https://www.twitter.com/TomLeonard28	Michigan	Secretary of State
Tudor Dixon	Republican	https://www.twitter.com/TudorDixon	Michigan	Governor
Cory Hepola		https://www.twitter.com/cory4minnesota	Minnesota	
Doug Wardlow	Republican	https://www.twitter.com/doug_wardlow	Minnesota	Secretary of State
Hugh McTavish		https://www.twitter.com/mctavish4mn	Minnesota	Governor
Ilhan Omar	Democratic	https://www.twitter.com/Ilhan	Minnesota	U.S. House
Julie Blaha	Democratic	https://www.twitter.com/julieblaha	Minnesota	Secretary of State
Kelly Jahner-Byrne	Republican	https://www.twitter.com/TheHOWGAL	Minnesota	
Kendall Qualls	Republican	https://www.twitter.com/KQforMN	Minnesota	
Kim Crockett	Republican	https://www.twitter.com/KimCrockettSOS	Minnesota	Secretary of State
Lynne Torgerson	Republican	https://www.twitter.com/lynne_torgerson	Minnesota	
Matt Birk	Republican	https://www.twitter.com/BirkMatt	Minnesota	Governor
Michelle Benson	Republican	https://www.twitter.com/SenatorBenson	Minnesota	
Mike Marti	Republican	https://www.twitter.com/mikemartiformn	Minnesota	
Mike Murphy	Republican	https://www.twitter.com/MikeMurphyForMN	Minnesota	
Neil Shah	Republican	https://www.twitter.com/neilshahmn	Minnesota	
Ole Savior	Democratic	https://www.twitter.com/OleSavior	Minnesota	Governor
Paul Gazelka	Republican	https://www.twitter.com/paulgazelka	Minnesota	
Peggy Flanagan	Democratic	https://www.twitter.com/peggyflanagan	Minnesota	Governor
Pete Stauber	Republican	https://www.twitter.com/PeteStauber	Minnesota	U.S. House
Richard Stanek	Republican	https://www.twitter.com/StanekMN	Minnesota	
Scott Jensen	Republican	https://www.twitter.com/1Creekdoc	Minnesota	
Scott Magie	Republican	https://www.twitter.com/ScottMagie	Minnesota	
Sharon Anderson	Republican	https://www.twitter.com/Sharon4Anderson	Minnesota	Secretary of State
Steve Carlson	Democratic	https://www.twitter.com/stevewcarlson	Minnesota	Secretary of State
Steve Simon	Democratic	https://www.twitter.com/MNSteveSimon	Minnesota	Secretary of State
Tim Walz	Democratic	https://www.twitter.com/Tim_Walz	Minnesota	Governor
Bennie Thompson	Democratic	https://www.twitter.com/BennieGThompson	Mississippi	U.S. House
Alan Green	Democratic	https://www.twitter.com/alangreenmo	Missouri	Secretary of State
David Gregory	Republican	https://www.twitter.com/DavidGregoryMO	Missouri	Secretary of State
Kalena Bruce	Republican	https://www.twitter.com/kalena_bruce	Missouri	U.S. House
Scott Fitzpatrick	Republican	https://www.twitter.com/FitzpatrickMO	Missouri	Secretary of State
Kevin Hamm	Democratic	https://www.twitter.com/kevhamm	Montana	
Angie Lauritsen		https://www.twitter.com/AngieLauritsen	Nebraska	Secretary of State
Anna Wishart	Democratic	https://www.twitter.com/NebraskaAnna	Nebraska	
Arron Kowalski	Republican	https://www.twitter.com/amk4956	Nebraska	
Bob Evnen	Republican	https://www.twitter.com/NEvnen	Nebraska	Secretary of State
Breland Ridenour	Republican	https://www.twitter.com/BrelandRidenour	Nebraska	
Brett Lindstrom	Republican	https://www.twitter.com/votelindstrom	Nebraska	
Carol Blood	Democratic	https://www.twitter.com/Blood4G	Nebraska	Governor
Charles Herbster	Republican	https://www.twitter.com/CWHerbster	Nebraska	
Christian Mirch		https://www.twitter.com/votemirch	Nebraska	Secretary of State
Cindy Maxwell-Ostdiek		https://www.twitter.com/CMaxwellOstdiek	Nebraska	Secretary of State
Clarice Jackson		https://www.twitter.com/voiceadvocacy	Nebraska	
Cori Villegas		https://www.twitter.com/CoriVillegasNE	Nebraska	Secretary of State
Curt Friesen	Republican	https://www.twitter.com/captaincorn	Nebraska	
Eliot Bostar	Democratic	https://www.twitter.com/BostarEliot	Nebraska	
Gene Siadek		https://www.twitter.com/gsiadek	Nebraska	Secretary of State
George Dungan III		https://www.twitter.com/George4NE	Nebraska	Secretary of State
James Herrold		https://www.twitter.com/JamesHerrold	Nebraska	
James Michael Bowers		https://www.twitter.com/Bowers4Nebraska	Nebraska	Secretary of State
Jane Raybould		https://www.twitter.com/janeraybould	Nebraska	Secretary of State
Jennifer Hicks	Republican	https://www.twitter.com/VoicesNebraska	Nebraska	Secretary of State
Jim Pillen	Republican	https://www.twitter.com/jim_pillen	Nebraska	Governor
John Cavanaugh	Democratic	https://www.twitter.com/cavanaugh4ne	Nebraska	Secretary of State
John Fredrickson		https://www.twitter.com/JohnforNE	Nebraska	Secretary of State
John Lowe	Republican	https://www.twitter.com/JohnLoweNE	Nebraska	
John McCollister	Republican	https://www.twitter.com/SenMcCollister	Nebraska	Secretary of State
John Murante	Republican	https://www.twitter.com/NeTreasurer	Nebraska	Secretary of State
Joni Albrecht	Republican	https://www.twitter.com/JoniAlbrecht1	Nebraska	
Julie Fredrickson		https://www.twitter.com/MidAmericaGal	Nebraska	
Julie Slama	Republican	https://www.twitter.com/JulieSlama1	Nebraska	
Kirk Penner		https://www.twitter.com/KirkPenner	Nebraska	Secretary of State
Larry Bolinger		https://www.twitter.com/LarryForCongres	Nebraska	Secretary of State
Lela McNinch	Republican	https://www.twitter.com/LelaMcNinch	Nebraska	
Lynne Walz	Democratic	https://www.twitter.com/lynnewalz	Nebraska	
Machaela Cavanaugh	Democratic	https://www.twitter.com/CavanaughforLeg	Nebraska	Secretary of State
Marilyn Asher		https://www.twitter.com/MarilynAsher7	Nebraska	Secretary of State
Megan Hunt	Democratic	https://www.twitter.com/402meg	Nebraska	Secretary of State
Michael Connely	Republican	https://www.twitter.com/connelysenate	Nebraska	Secretary of State
Michael Jacobson	Republican	https://www.twitter.com/mjacobson1	Nebraska	Secretary of State
Mike Hilgers	Republican	https://www.twitter.com/mikehilgers	Nebraska	Secretary of State
Mike McDonnell	Democratic	https://www.twitter.com/McDonnell4Leg	Nebraska	
Raymond Aguilar	Republican	https://www.twitter.com/Mercadiesllieb	Nebraska	
Rita Sanders	Republican	https://www.twitter.com/bellevuemayor	Nebraska	
Rob Plugge		https://www.twitter.com/RP4NE	Nebraska	
Schuyler Windham		https://www.twitter.com/SchuylerWind	Nebraska	
Steve Erdman	Republican	https://www.twitter.com/Erdman4You	Nebraska	
Stuart Dornan		https://www.twitter.com/VoteStuDornan	Nebraska	Secretary of State
Suzanne Geist	Republican	https://www.twitter.com/SenatorGeist	Nebraska	
Terrell McKinney	Democratic	https://www.twitter.com/T_McKinney2020	Nebraska	Secretary of State
Theresa Thibodeau	Republican	https://www.twitter.com/TThibodeauNE	Nebraska	
Tom Brewer	Republican	https://www.twitter.com/TomBrewerForNe	Nebraska	
Tony Vargas	Democratic	https://www.twitter.com/TonyVargas	Nebraska	U.S. House
Tyler Cappel		https://www.twitter.com/TylerCappel	Nebraska	Secretary of State
Aaron Sims	Democratic	https://www.twitter.com/simsfornevada	Nevada	Secretary of State
Alex Costa	Democratic	https://www.twitter.com/AlexCosta4NV	Nevada	
Andy Matthews	Republican	https://www.twitter.com/AndyMatthewsNV	Nevada	Secretary of State
April Arndt	Republican	https://www.twitter.com/AprilArndtNV	Nevada	
Austin Billings		https://www.twitter.com/BillingsforNV	Nevada	Governor
Barak Zilberberg	Republican	https://www.twitter.com/ZilberbergBarak	Nevada	
Bonnie Bulla		https://www.twitter.com/BonnieBulla	Nevada	Appeals
Brandon Davis		https://www.twitter.com/bdavis4liberty	Nevada	Governor
Cherlyn Arrington	Republican	https://www.twitter.com/Arrington4NV	Nevada	Secretary of State
Cisco Aguilar	Democratic	https://www.twitter.com/CiscoForNevada	Nevada	Secretary of State
Dallas Harris	Democratic	https://www.twitter.com/DallasHarrisNV	Nevada	
Dan Schwartz	Republican	https://www.twitter.com/Dan4Nevada	Nevada	Secretary of State
Daniel Patterson		https://www.twitter.com/DanPattersonUSA	Nevada	Secretary of State
David Crete		https://www.twitter.com/DaveCrete	Nevada	
Dean Heller	Republican	https://www.twitter.com/DeanHeller	Nevada	
Debra March		https://www.twitter.com/debra_march	Nevada	
Dina Neal	Democratic	https://www.twitter.com/senator_neal	Nevada	
Donald Tatro	Republican	https://www.twitter.com/TatroForNevada	Nevada	
Edgar Flores	Democratic	https://www.twitter.com/EdgarFloresNV	Nevada	Secretary of State
Ellen Spiegel	Democratic	https://www.twitter.com/EllenBSpiegel	Nevada	Secretary of State
Fabian Donate	Democratic	https://www.twitter.com/fabiandonate	Nevada	Secretary of State
Fred Simon	Republican	https://www.twitter.com/DrFredSimonMD	Nevada	
Gerard Ramalho	Republican	https://www.twitter.com/gerardramalho	Nevada	
Guy Nohra	Republican	https://www.twitter.com/NohraForNevada	Nevada	
Heidi Gansert	Republican	https://www.twitter.com/heidigansert	Nevada	
Hieu Le		https://www.twitter.com/Hieuvanle1	Nevada	
Ira Hansen	Republican	https://www.twitter.com/Irahansen	Nevada	Secretary of State
Jack Absher	Democratic	https://www.twitter.com/AbsherJT	Nevada	
James Ohrenschall	Democratic	https://www.twitter.com/Ohrenschall4NV	Nevada	Secretary of State
James Settelmeyer	Republican	https://www.twitter.com/SettelmeyerNV	Nevada	
Jeanine Dakduk		https://www.twitter.com/JeanineDakduk	Nevada	
Jennifer Fawzy	Republican	https://www.twitter.com/FawzyJennifer	Nevada	
Jesse Haw	Republican	https://www.twitter.com/haw_jesse	Nevada	
Jim Wheeler	Republican	https://www.twitter.com/wheeler4nevada	Nevada	
Joe Lombardo	Republican	https://www.twitter.com/JoeLombardoNV	Nevada	Governor
Joey Gilbert	Republican	https://www.twitter.com/joeygilbertinc	Nevada	
Joey Paulos	Republican	https://www.twitter.com/paulos4nevada	Nevada	
John Cardiff Gerhardt	Republican	https://www.twitter.com/47Cardiff	Nevada	Secretary of State
John J. Lee	Republican	https://www.twitter.com/MayorJohnLee	Nevada	
Joshua Dowden	Republican	https://www.twitter.com/dowden4nevada	Nevada	
Julie Pazina	Democratic	https://www.twitter.com/pazina_julie	Nevada	Secretary of State
Karl Catarata		https://www.twitter.com/KarlCatarata	Nevada	Secretary of State
Kimi Cole	Democratic	https://www.twitter.com/chairkimi	Nevada	Governor
Kristopher Dahir	Republican	https://www.twitter.com/KristopherDahir	Nevada	Secretary of State
Lisa Cano Burkhead	Democratic	https://www.twitter.com/LisaforNevada	Nevada	Governor
Lisa Guzman		https://www.twitter.com/LmGuzmanNV	Nevada	Secretary of State
Lisa Krasner	Republican	https://www.twitter.com/LisaKrasner4NV	Nevada	
M. Kameron Hawkins	Republican	https://www.twitter.com/AranyiCigars	Nevada	
Mack Miller	Republican	https://www.twitter.com/MackMiller4NV	Nevada	Secretary of State
Manny Kess	Republican	https://www.twitter.com/Mannykess	Nevada	
Marilyn Dondero Loop	Democratic	https://www.twitter.com/donderoloopnv	Nevada	Secretary of State
Mark Miranda	Democratic	https://www.twitter.com/MarkMir24327312	Nevada	
Melanie Scheible	Democratic	https://www.twitter.com/MelanieScheible	Nevada	Secretary of State
Michele Fiore	Republican	https://www.twitter.com/VoteFiore	Nevada	Secretary of State
Monica Stabbert	Republican	https://www.twitter.com/MJ4Nevada	Nevada	Secretary of State
Nnedi Stephens	Democratic	https://www.twitter.com/nnedifornevada	Nevada	
Patricia Spearman	Democratic	https://www.twitter.com/Senatorspearman	Nevada	Secretary of State
Peter Goicoechea	Republican	https://www.twitter.com/PeteGFacts	Nevada	
Peter Pavone	Republican	https://www.twitter.com/PavoneLt	Nevada	
Richard Scotti		https://www.twitter.com/richardfscotti	Nevada	
Roberta Lange	Democratic	https://www.twitter.com/rlange9	Nevada	
Robin Titus	Republican	https://www.twitter.com/drrobintitus	Nevada	
Scott Hammond	Republican	https://www.twitter.com/hammond4nevada	Nevada	
Sigal Chattah	Republican	https://www.twitter.com/chattahlaw	Nevada	Secretary of State
Skip Daly	Democratic	https://www.twitter.com/SkipDaly	Nevada	Secretary of State
Steve Sisolak	Democratic	https://www.twitter.com/GovSisolak	Nevada	Governor
Suzanne King		https://www.twitter.com/suzannemking	Nevada	
Tina Marie Peetris	Republican	https://www.twitter.com/TinaPeetris	Nevada	
Tisha Black	Republican	https://www.twitter.com/TishaBlack	Nevada	
Tom Heck	Republican	https://www.twitter.com/HeckforNevada	Nevada	
Tony Grady	Republican	https://www.twitter.com/tonygrady4nv	Nevada	
Trey Delap		https://www.twitter.com/Trey4NV	Nevada	Governor
Zach Conine	Democratic	https://www.twitter.com/ZConine	Nevada	Secretary of State
Bob Giuda	Republican	https://www.twitter.com/bobgiuda	New_Hampshire	
Chris Pappas	Democratic	https://www.twitter.com/ChrisPappasNH	New_Hampshire	U.S. House
Chris Sununu	Republican	https://www.twitter.com/GovChrisSununu	New_Hampshire	Governor
Donovan Fenton	Democratic	https://www.twitter.com/DonovanfentonNH	New_Hampshire	Secretary of State
Erin Hennessey	Republican	https://www.twitter.com/rephennessey	New_Hampshire	
Howard Pearl	Republican	https://www.twitter.com/HowardPearlNH	New_Hampshire	Secretary of State
Jay Kahn	Democratic	https://www.twitter.com/jaykahnnh	New_Hampshire	
Karoline Leavitt	Republican	https://www.twitter.com/kleavittnh	New_Hampshire	U.S. House
Tim Baxter	Republican	https://www.twitter.com/TimBaxterNH	New_Hampshire	U.S. House
Timothy Lang Sr.	Republican	https://www.twitter.com/tlangsr	New_Hampshire	Secretary of State
Ian Smith	Republican	https://www.twitter.com/iansmithfitness	New_Jersey	
Anastacia Golden Morper	Republican	https://www.twitter.com/AnastaciaForNM	New_Mexico	
Brian S. Colón	Democratic	https://www.twitter.com/Brian_Colon	New_Mexico	
Ethel Maharg	Republican	https://www.twitter.com/ethel_maharg	New_Mexico	
Greg Zanetti	Republican	https://www.twitter.com/greg_zanetti	New_Mexico	
Heather Benavidez	Democratic	https://www.twitter.com/hrbena	New_Mexico	
Howie Morales	Democratic	https://www.twitter.com/LtGovMorales	New_Mexico	Governor
Isabella Solis	Republican	https://www.twitter.com/Isabella4NM	New_Mexico	
Jay Block	Republican	https://www.twitter.com/Electjaycblock	New_Mexico	
Joseph Maestas	Democratic	https://www.twitter.com/Maestas4NM	New_Mexico	Secretary of State
Laura Montoya	Democratic	https://www.twitter.com/LauraM4NM	New_Mexico	Secretary of State
Maggie Toulouse Oliver	Democratic	https://www.twitter.com/NMSOSMaggie	New_Mexico	Secretary of State
Mark Ronchetti	Republican	https://www.twitter.com/MarkRonchettiNM	New_Mexico	Governor
Michelle Lujan Grisham	Democratic	https://www.twitter.com/Michelle4NM	New_Mexico	Governor
Raul Torrez	Democratic	https://www.twitter.com/TorrezforNM	New_Mexico	Secretary of State
Rebecca Dow	Republican	https://www.twitter.com/dowfornm	New_Mexico	
Robert Vaillancourt		https://www.twitter.com/opietaylor007	New_Mexico	Secretary of State
Stephanie Garcia Richard	Democratic	https://www.twitter.com/SGR4NM	New_Mexico	Secretary of State
Zackary Quintero	Democratic	https://www.twitter.com/ZQforNM	New_Mexico	
Agha Muhammad Saleh	Democratic	https://www.twitter.com/Agha4Governor	New_York	
Alessandra Biaggi	Democratic	https://www.twitter.com/Biaggi4NY	New_York	U.S. House
Alexis Weik	Republican	https://www.twitter.com/AlexisWeik	New_York	Secretary of State
Alison Esposito	Republican	https://www.twitter.com/EspositoforNY	New_York	Governor
Ana Maria Archila		https://www.twitter.com/anamariaforny	New_York	Governor
Andrea Smyth	Democratic	https://www.twitter.com/Andrea4senate46	New_York	Secretary of State
Andrea Stewart-Cousins	Democratic	https://www.twitter.com/AndreaSCousins	New_York	Secretary of State
Andrew Giuliani	Republican	https://www.twitter.com/AndrewHGiuliani	New_York	Governor
Andrew Lanza	Republican	https://www.twitter.com/senatorlanza	New_York	Secretary of State
Angel Vasquez	Democratic	https://www.twitter.com/vasqueznysenate	New_York	Secretary of State
Anna Kaplan	Democratic	https://www.twitter.com/AnnaMKaplan	New_York	Secretary of State
Anthony Palumbo	Republican	https://www.twitter.com/AnthonyHPalumbo	New_York	Secretary of State
Brian Benjamin	Democratic	https://www.twitter.com/NewYorkLtGov	New_York	Secretary of State
Brian Kavanagh	Democratic	https://www.twitter.com/BrianKavanaghNY	New_York	Secretary of State
Christian Amato	Democratic	https://www.twitter.com/amatoforny	New_York	Secretary of State
Clyde Vanel	Democratic	https://www.twitter.com/clydevanel	New_York	Secretary of State
Cordell Cleare	Democratic	https://www.twitter.com/CordellCleare	New_York	Secretary of State
Dan Stec	Republican	https://www.twitter.com/danstec	New_York	Secretary of State
Daphne Jordan	Republican	https://www.twitter.com/NYSenatorJordan	New_York	Secretary of State
Derrick Gibson	Republican	https://www.twitter.com/Gibson4NYS	New_York	
Diana Reyna	Democratic	https://www.twitter.com/Reyna4NY	New_York	Governor
Diane Savino	Democratic	https://www.twitter.com/dianesavino	New_York	
Elijah Reichlin-Melnick	Democratic	https://www.twitter.com/senatorERM	New_York	Secretary of State
Elise Stefanik	Republican	https://www.twitter.com/EliseStefanik	New_York	U.S. House
Fred Akshar	Republican	https://www.twitter.com/fredakshar	New_York	
George Borrello	Republican	https://www.twitter.com/SenatorBorrello	New_York	Secretary of State
Harry Wilson	Republican	https://www.twitter.com/HarryWilsonNY	New_York	Governor
J. Gustavo Rivera	Democratic	https://www.twitter.com/NYSenatorRivera	New_York	Secretary of State
Jabari Brisport	Democratic	https://www.twitter.com/jbrisport	New_York	Secretary of State
Jamaal Bailey	Democratic	https://www.twitter.com/jamaaltbailey	New_York	Secretary of State
James Gaughran	Democratic	https://www.twitter.com/Gaughran4Senate	New_York	
James Gisondi	Democratic	https://www.twitter.com/Esquireme2	New_York	Secretary of State
James Sanders, Jr.	Democratic	https://www.twitter.com/JSandersNYC	New_York	Secretary of State
Jarvis Onabanjo	Democratic	https://www.twitter.com/jarvisonabanjo	New_York	Secretary of State
Jeremy Cooney	Democratic	https://www.twitter.com/JeremyCooneyROC	New_York	Secretary of State
Jeremy Joseph	Democratic	https://www.twitter.com/JeremyJoseph4NY	New_York	Secretary of State
Jerrold Nadler	Democratic	https://www.twitter.com/RepJerryNadler	New_York	U.S. House
John Liu	Democratic	https://www.twitter.com/LiuNewYork	New_York	Secretary of State
John Mannion	Democratic	https://www.twitter.com/SenJohnMannion	New_York	Secretary of State
John Sarcone III	Republican	https://www.twitter.com/SarconeforNYSAG	New_York	
Jose M. Serrano	Democratic	https://www.twitter.com/SenatorSerrano	New_York	Secretary of State
Joseph Addabbo	Democratic	https://www.twitter.com/SenJoeAddabbo	New_York	Secretary of State
Joseph Griffo	Republican	https://www.twitter.com/SenGriffo	New_York	Secretary of State
Joseph Holland	Republican	https://www.twitter.com/JoeHollandEsq	New_York	
Julia Salazar	Democratic	https://www.twitter.com/SalazarSenate	New_York	Secretary of State
Jumaane Williams	Democratic	https://www.twitter.com/JumaaneWilliams	New_York	Governor
